method,o,alpha,nominal_coverage,width_mean,width_se,width_std,width_median,width_q25,width_q75,width_min,width_max,width_n_total,width_n_finite,width_n_infinite,width_finite_rate,width_infinite_rate
Pooling,5,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
Pooling,10,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
Pooling,15,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
Pooling,20,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
Repeated,0,0.1,0.9,250678.64787342757,4093.083035607405,57884.9354087523,249915.85229627148,208360.50658765604,289959.12755268486,114612.19680863924,430792.8661445678,200.0,200.0,0.0,1.0,0.0
Repeated,5,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
Repeated,10,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
Repeated,15,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
Repeated,20,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
S-HCP,0,0.1,0.9,270448.46818005294,16828.033617649337,237984.3337015007,189016.8073612621,127620.6595780352,278043.32282660645,36731.12283318804,1037256.3102453756,200.0,200.0,0.0,1.0,0.0
S-HCP,5,0.1,0.9,166495.03604773612,5235.950087547207,74047.51625717855,152079.39404117857,128440.94902447565,190748.4323655593,71592.99095074282,881921.5763781904,200.0,200.0,0.0,1.0,0.0
S-HCP,10,0.1,0.9,156137.43127213122,2750.3489873237086,38895.808391322964,149385.19264659818,127550.70513476583,183811.83532955928,77116.36057247582,293481.19259711105,200.0,200.0,0.0,1.0,0.0
S-HCP,15,0.1,0.9,147850.38309866656,2485.406917834989,35148.961712181546,144192.88201704706,124253.6449895879,165250.1385004662,76567.31338152703,353849.7385029311,200.0,200.0,0.0,1.0,0.0
S-HCP,20,0.1,0.9,142474.36725829032,2292.909325336532,32426.634651826673,138927.27057091327,122146.27471502649,162164.5161077137,68684.3062514675,303232.42846441246,200.0,200.0,0.0,1.0,0.0
Subsampling,0,0.1,0.9,245438.59707592576,14998.325437112106,212108.3524604932,176989.4676421355,128797.74998400519,256140.36962046212,45348.79431678233,1054440.4635093587,200.0,200.0,0.0,1.0,0.0
Subsampling,5,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
Subsampling,10,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
Subsampling,15,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
Subsampling,20,0.1,0.9,,,,,,,,,0.0,0.0,0.0,,
GHCP,0,0.2,0.8,138642.1980576698,1753.2504738858877,24794.705984064785,135994.65068020878,118983.45913407872,154827.3914289791,87296.58806699837,200696.35834422745,200.0,200.0,0.0,1.0,0.0
GHCP,5,0.2,0.8,127041.53620080737,2131.504340746204,30144.023469404045,121041.70262507285,107202.6763505777,141673.26081022844,72291.49963446957,266507.60706145363,200.0,200.0,0.0,1.0,0.0
GHCP,10,0.2,0.8,118794.06508065974,1692.3490065417386,23933.429173199605,115464.12911444677,100365.07936185456,133957.89735017862,74272.79214081625,185814.83731398167,200.0,200.0,0.0,1.0,0.0
GHCP,15,0.2,0.8,115253.01443119918,1659.3281475182284,23466.443706477025,114207.68884807316,98929.50863619284,129564.45620306597,71032.19621515018,182928.1043134185,200.0,200.0,0.0,1.0,0.0
GHCP,20,0.2,0.8,109380.97127329944,1467.9197247441496,20759.51983208157,108412.81350213406,93944.72162003505,124320.07512386856,66903.33780066267,163695.5577819976,200.0,200.0,0.0,1.0,0.0
HCP,0,0.2,0.8,138941.8151984715,1742.2191941550739,24638.7001300083,137553.7600664515,119828.35371458271,153370.11130226,79751.87106029785,198954.70130008837,200.0,200.0,0.0,1.0,0.0
HCP,5,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
HCP,10,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
HCP,15,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
HCP,20,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Pooled-Income-Quantile,0,0.2,0.8,135000.0,0.0,0.0,135000.0,135000.0,135000.0,135000.0,135000.0,200.0,200.0,0.0,1.0,0.0
Pooled-Income-Quantile,5,0.2,0.8,135000.0,0.0,0.0,135000.0,135000.0,135000.0,135000.0,135000.0,200.0,200.0,0.0,1.0,0.0
Pooled-Income-Quantile,10,0.2,0.8,135000.0,0.0,0.0,135000.0,135000.0,135000.0,135000.0,135000.0,200.0,200.0,0.0,1.0,0.0
Pooled-Income-Quantile,15,0.2,0.8,135000.0,0.0,0.0,135000.0,135000.0,135000.0,135000.0,135000.0,200.0,200.0,0.0,1.0,0.0
Pooled-Income-Quantile,20,0.2,0.8,135000.0,0.0,0.0,135000.0,135000.0,135000.0,135000.0,135000.0,200.0,200.0,0.0,1.0,0.0
Pooling,0,0.2,0.8,102686.2136391823,1413.9875206163538,19996.80328681954,101639.77570706906,88098.15952357984,113043.31278326458,58431.09861758293,155549.04345196256,200.0,200.0,0.0,1.0,0.0
Pooling,5,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Pooling,10,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Pooling,15,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Pooling,20,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Repeated,0,0.2,0.8,127800.87554619696,1606.673449708944,22721.793828831556,125854.59490513286,111358.47095875429,142670.1450548735,73371.40473372035,186756.6232726932,200.0,200.0,0.0,1.0,0.0
Repeated,5,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Repeated,10,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Repeated,15,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Repeated,20,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
S-HCP,0,0.2,0.8,130615.0225785318,5850.064270843878,82732.40232581685,113993.88706249569,81212.20779026211,159931.96262394957,34425.51444087398,843313.8518308611,200.0,200.0,0.0,1.0,0.0
S-HCP,5,0.2,0.8,106729.45118552921,1899.362663715536,26861.04438891599,104837.41851883355,90987.765176517,119889.2340007214,56694.90543450863,216040.11369477736,200.0,200.0,0.0,1.0,0.0
S-HCP,10,0.2,0.8,99474.82465183493,1643.9388020085505,23248.805495118704,95556.09754414194,82081.44638005743,111151.50198068461,47414.93821793256,196765.6512593379,200.0,200.0,0.0,1.0,0.0
S-HCP,15,0.2,0.8,99565.01268131605,1463.1748058470496,20692.416545515178,97752.55549695803,84767.43080917938,113107.55630423763,52119.7733901613,149920.40746564209,200.0,200.0,0.0,1.0,0.0
S-HCP,20,0.2,0.8,98404.06643437497,1443.2841832005277,20411.12066240761,97948.92029548192,83996.21943687029,114401.04631410784,51172.52062418447,153227.93909375573,200.0,200.0,0.0,1.0,0.0
Subsampling,0,0.2,0.8,134011.76653555338,6506.868433192493,92021.01586798196,116428.23377314719,87360.78004125984,155403.02802013766,30361.052421941888,965673.2282240036,200.0,200.0,0.0,1.0,0.0
Subsampling,5,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Subsampling,10,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Subsampling,15,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
Subsampling,20,0.2,0.8,,,,,,,,,0.0,0.0,0.0,,
